Index,Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Operational_Cost,Customer_Age
97,2/1/2022,6848,104,Hoodie,DUV2Y,1,78.1,50.5,32
98,2/1/2022,1585,105,Cargo pants,IPVE6,1,45,28.2,46
99,2/1/2022,1585,105,Skirt,LGDUB,1,51.2,35,46
100,2/1/2022,1585,105,Cargo pants,1MR3E,1,94,69.7,46
101,2/1/2022,1585,105,Skirt,1LGSE,1,42.3,32.3,46
102,2/1/2022,1585,105,Skirt,51OBI,1,67.5,48.8,46
103,2/1/2022,1585,105,Skirt,LQ555,1,75.7,55.9,46
104,2/1/2022,1585,105,Blazer,RBNO8,1,100.2,70.1,46
105,2/1/2022,1585,105,T-shirt,89ULV,1,47.1,32.6,46
106,2/1/2022,1908,106,Hoodie,VWUC7,1,31.2,20.3,20
107,2/1/2022,5204,108,Jeans,E3PAN,1,83.2,51.7,40
108,2/1/2022,5204,108,T-shirt,COWU2,1,44.3,29.8,40
109,2/1/2022,2826,109,Jeans,E3PAN,1,83.2,51.7,44
110,2/1/2022,3764,112,Blazer,LPLTZ,1,39,24.3,26
111,2/1/2022,3764,112,Hoodie,KV45X,1,20.6,14,26
112,2/1/2022,4839,114,Crop Top,MRE4J,1,33.4,28.1,37
113,2/1/2022,3011,115,Cargo pants,OV1P9,1,57.3,39.1,38
114,2/1/2022,3011,115,T-shirt,3220G,1,14.2,9.9,38
115,2/1/2022,3011,115,Skirt,EEQQ0,1,67.5,49.4,38
116,2/1/2022,8288,117,Hoodie,WKOLQ,1,16.8,12.1,27
117,2/1/2022,5170,118,Jeans,TZ8LC,1,62.7,42.1,32
118,2/1/2022,2617,123,T-shirt,3220G,1,14.2,9.9,30
119,2/1/2022,2617,123,Jeans,L9X5Q,1,30,17.7,30
120,2/1/2022,2617,123,Jeans,BK9BM,1,48.1,32.5,30
121,2/1/2022,8814,125,Cargo pants,IPVE6,1,45,28.2,47
122,2/1/2022,6901,126,Shoes,JJ9FT,1,57.9,38.8,24
123,2/1/2022,6901,126,Cargo pants,OV1P9,1,57.3,39.1,24
124,2/1/2022,454,127,Skirt,O1X0L,1,60.7,45.2,23
125,2/1/2022,5293,129,T-shirt,4A2M0,1,70.2,47.8,35
126,2/1/2022,6045,133,Trench coat,53UL8,1,19.7,12.1,48
127,2/1/2022,399,136,Jeans,XJLWY,1,48.1,29.4,21
128,2/1/2022,399,136,Cargo pants,6RXA9,1,56.2,37.3,21
129,2/1/2022,1891,138,Cargo pants,OV1P9,1,57.3,39.1,58
130,3/1/2022,3530,143,Cargo pants,OV1P9,1,57.3,39.1,49
131,3/1/2022,3530,143,Skirt,6OUVC,1,105,74.2,49
132,3/1/2022,692,144,Skirt,2AJB5,1,83.8,64.8,38
133,3/1/2022,692,144,Cargo pants,GKJEP,1,35.4,23.6,38
134,3/1/2022,692,145,Jeans,E3PAN,1,83.2,51.7,38
135,3/1/2022,6806,148,T-shirt,UNJKW,2,42.3,14.7,57
136,3/1/2022,6806,148,T-shirt,EMJ1S,1,36.2,24.9,57
137,3/1/2022,4993,149,Hoodie,7EBAG,1,65,47.4,31
138,3/1/2022,4775,151,Skirt,O1X0L,1,60.7,45.2,62
139,3/1/2022,6727,152,Cargo pants,IPVE6,1,45,28.2,49
140,3/1/2022,2422,154,Jeans,Z2AX9,1,88.7,58.3,26
141,3/1/2022,2422,154,Hoodie,DUWYY,1,41.9,27.9,26
142,3/1/2022,8553,155,Cargo pants,0BXVJ,1,75,50.2,43
143,3/1/2022,8553,155,Hoodie,XQBTK,1,23.7,15.8,43
144,3/1/2022,8907,157,Crop Top,S7QET,1,26.8,20.5,48
145,3/1/2022,1284,158,Jeans,J2RPB,1,34.1,20.1,56
146,3/1/2022,9251,162,Skirt,Q4ZAD,2,159.6,56.3,32
147,3/1/2022,9251,162,Cargo pants,OV1P9,2,114.6,39.1,32
148,3/1/2022,9251,162,Jeans,15PXV,1,77.1,47,32
149,3/1/2022,1894,168,Crop Top,967JZ,1,105.6,90,47
150,3/1/2022,8308,169,Shoes,WG7HI,1,51.8,31.2,25
151,3/1/2022,8308,169,T-shirt,UNJKW,1,21.1,14.7,25
152,3/1/2022,3695,170,Shoes,T4T9J,1,95,62.9,31
153,3/1/2022,3848,171,Cargo pants,1MR3E,1,94,69.7,30
154,3/1/2022,7077,172,Cargo pants,7YOPV,1,56.6,40.5,26
155,3/1/2022,7077,172,T-shirt,UNJKW,1,21.1,14.7,26
156,3/1/2022,6422,173,Hoodie,B4KFE,1,55.6,35.5,33
157,3/1/2022,4046,174,Hoodie,75L4V,1,27.3,17.8,58
158,3/1/2022,3913,176,Cargo pants,DMJ70,1,57.3,42.5,30
159,3/1/2022,3226,177,Blazer,A59HR,1,31.2,21.9,57
160,3/1/2022,3226,177,Hoodie,VWUC7,1,31.2,20.3,57
161,3/1/2022,2057,178,Shoes,H8LCU,1,51.2,33,25
162,3/1/2022,1906,179,Skirt,LGDUB,1,51.2,35,28
163,3/1/2022,1906,179,Jeans,XJLWY,1,48.1,29.4,28
164,3/1/2022,100,181,Shoes,3QNEE,1,83.2,54.2,56
165,3/1/2022,6918,182,Skirt,CZUZX,1,63.5,44.6,42
166,3/1/2022,6918,182,Jeans,D9QKE,1,88.7,51.2,42
167,3/1/2022,6918,182,Jeans,XJLWY,1,48.1,29.4,42
168,3/1/2022,7002,183,Cargo pants,OV1P9,1,57.3,39.1,27
169,3/1/2022,7002,183,Hoodie,DLFQW,3,83.7,18.3,27
170,3/1/2022,4289,185,Skirt,O1X0L,1,60.7,45.2,31
171,3/1/2022,5738,186,Skirt,1XG54,1,67.5,47.2,24
172,3/1/2022,8218,187,Hoodie,VLPE5,1,81.8,58.2,45
173,3/1/2022,3065,188,Skirt,LQ555,1,75.7,55.9,36
174,3/1/2022,275,191,T-shirt,FZ402,1,54.6,39.2,27
175,3/1/2022,2649,193,T-shirt,TU0A5,1,35.4,23,56
176,3/1/2022,2649,193,Cargo pants,0JD0P,1,83.8,57.2,56
177,3/1/2022,841,194,Cargo pants,W22UD,2,117.3,39.6,24
178,3/1/2022,3317,195,Cargo pants,OV1P9,1,57.3,39.1,38
179,3/1/2022,6045,198,Jeans,BKO3J,1,81.2,51.5,48
180,3/1/2022,1862,201,T-shirt,UNJKW,1,21.1,14.7,19
181,3/1/2022,2132,202,Skirt,1XG54,1,67.5,47.2,52
182,3/1/2022,6325,204,Jeans,E3PAN,1,83.2,51.7,43
183,3/1/2022,7945,205,Shoes,GQH4S,1,105.7,71.5,27
184,3/1/2022,6587,206,Jeans,TZ8LC,1,62.7,42.1,64
185,3/1/2022,1660,207,Hoodie,DLFQW,1,41.9,27.5,61
186,3/1/2022,1134,208,T-shirt,M6J9W,1,74.3,52.4,32
187,4/1/2022,8858,212,Dresses,BDD5Z,1,81,56.6,35
188,4/1/2022,8858,212,Sunglasses,MM77N,1,26.8,22.6,35
189,4/1/2022,8858,212,Hat,VGGTR,2,76.2,28.4,35
190,4/1/2022,8858,212,Bomber jacket,I1JEE,1,82.9,58.9,35
191,4/1/2022,8858,212,T-shirt,M6J9W,1,74.3,52.4,35
192,4/1/2022,5475,214,Dress shirt,SJ0ZD,2,24.7,10.5,26
193,4/1/2022,5475,214,Dresses,KE0PX,2,257.7,92.9,26
194,4/1/2022,5475,214,Hat,L6Q95,2,46.6,18.7,26
195,4/1/2022,5475,215,Dress shirt,SJ0ZD,2,24.7,10.5,26
196,4/1/2022,1863,218,T-shirt,X05XH,1,59.7,38.1,54
197,4/1/2022,1863,218,Trench coat,AYAJU,1,40,24.3,54
198,4/1/2022,1863,218,Shorts,4X8P4,1,51.9,39.2,54
199,4/1/2022,1863,218,Shorts,UHKW8,1,17.2,12.8,54
200,4/1/2022,1863,218,Dress shirt,TUV75,3,108.5,28,54
201,4/1/2022,9583,220,Skirt,CZUZX,1,63.5,44.6,53
202,4/1/2022,8636,222,Shoes,AOM3I,1,77.1,53.6,27
203,4/1/2022,3543,223,T-shirt,85WDI,1,17.1,11,41
204,4/1/2022,6192,225,Shoes,PN14V,1,94,61.6,50
205,4/1/2022,6192,225,Crop Top,MWOXV,1,101.2,77.1,50
206,4/1/2022,2477,228,Shorts,WNBBE,1,19,15.8,33
207,4/1/2022,2477,228,Shorts,HWISP,1,51.2,41.3,33
208,4/1/2022,6723,230,Dresses,BDD5Z,2,162,56.6,55
209,4/1/2022,6723,230,Dress shirt,VIXSK,1,33,26,55
210,4/1/2022,6723,230,Sunglasses,69PF4,1,67.5,56.5,55
211,4/1/2022,2822,231,Shoes,JJ9FT,1,57.9,38.8,57
212,4/1/2022,4815,232,Hat,KRX6I,3,52.8,13.4,48
213,4/1/2022,4815,232,Dresses,MHPLR,2,314.1,117.2,48
214,4/1/2022,3344,233,T-shirt,9J5RX,1,81.8,57.5,47
215,4/1/2022,3344,233,Cargo pants,DMJ70,1,57.3,42.5,47
216,4/1/2022,6843,234,Skirt,LQ555,1,75.7,55.9,47
217,4/1/2022,8008,236,Shoes,81AIS,1,82.5,57.8,45
218,4/1/2022,8008,236,T-shirt,EMJ1S,1,36.2,24.9,45
219,4/1/2022,424,237,T-shirt,14V9T,1,34.1,21.7,55
220,4/1/2022,6324,238,Skirt,O1X0L,1,60.7,45.2,30
221,4/1/2022,8635,239,Trench coat,E3WCF,1,104.4,61.7,31
222,4/1/2022,8035,240,Hoodie,TA0AW,1,249.3,175.5,49
223,4/1/2022,4124,241,T-shirt,85WDI,1,17.1,11,58
224,4/1/2022,176,242,Crop Top,S7QET,1,26.8,20.5,43
225,4/1/2022,5984,243,Shoes,4DJ5Q,1,67.5,45.5,29
226,4/1/2022,274,244,T-shirt,X05XH,1,59.7,38.1,54
227,4/1/2022,274,244,Shorts,F7FQ5,2,48.6,19.2,54
228,4/1/2022,8780,245,Shorts,WJSXR,1,42.1,35.9,28
229,4/1/2022,8780,245,Bomber jacket,09LL9,2,55,16.6,28
230,4/1/2022,1685,246,Cargo pants,OV1P9,1,57.3,39.1,29
231,4/1/2022,1685,246,Skirt,2AJB5,1,61.2,47.3,29
232,4/1/2022,1685,246,T-shirt,M6J9W,1,58,40.9,29
233,4/1/2022,1685,246,T-shirt,UNJKW,1,16.2,11.3,29
234,4/1/2022,1685,246,Hoodie,VWUC7,2,39.4,12.8,29
235,4/1/2022,7946,248,Hoodie,F90L2,1,23.1,16.9,37
236,4/1/2022,1531,249,Skirt,2AJB5,1,83.8,64.8,31
237,4/1/2022,1531,249,Cargo pants,JCYBN,1,53.8,35.9,31
238,4/1/2022,3290,250,Shoes,TMW2A,1,117.5,77.4,61
239,4/1/2022,2811,251,T-shirt,85WDI,2,34.1,11,47
240,4/1/2022,7880,252,Cargo pants,W22UD,1,58.7,39.6,43
241,4/1/2022,7880,252,Jeans,2JVLK,2,154.2,51.1,43
242,4/1/2022,4323,253,T-shirt,H87RV,1,60,37.2,39
243,4/1/2022,60,254,Blazer,A59HR,3,62.4,14.6,46
244,4/1/2022,6670,255,Dress shirt,6TXTJ,2,25.9,10.5,33
245,4/1/2022,6670,255,Hat,PM13G,2,214.6,81.7,33
246,4/1/2022,3036,257,Cargo pants,JCYBN,1,53.8,35.9,36
247,4/1/2022,5241,259,Shorts,F7FQ5,2,48.6,19.2,56
248,4/1/2022,5241,259,Bomber jacket,IST2P,1,138.8,88.6,56
249,4/1/2022,5241,259,Shorts,VZELE,4,133.7,27.1,56
250,4/1/2022,2237,261,Hat,MX6BF,2,110.2,40.8,51
251,4/1/2022,2237,261,Skirt,SIZ9T,1,57.3,44.4,51
252,4/1/2022,2237,261,Dress shirt,VHWMQ,2,44.4,17.2,51
253,4/1/2022,477,262,Crop Top,3W011,1,340.6,277.9,46
254,4/1/2022,3206,265,Trench coat,ZE55T,1,213.4,124.4,34
255,4/1/2022,3206,268,T-shirt,0AEJH,1,18.9,13,34
256,4/1/2022,3206,268,T-shirt,TL4WZ,1,40,27.2,34
257,4/1/2022,3206,268,Dress shirt,6DCYD,1,73.2,60.2,34
258,4/1/2022,3206,268,Hat,KRX6I,1,17.5,13.3,34
259,4/1/2022,3206,268,Shorts,67D07,2,67.4,26.6,34
260,4/1/2022,3206,268,Dresses,J8DD7,2,76.7,25.5,34
261,4/1/2022,3206,268,Dresses,PQUFN,1,74.1,52.4,34
262,4/1/2022,3206,268,Trench coat,GB9RX,1,97.5,60.4,34
263,4/1/2022,4349,269,Cargo pants,GKJEP,1,35.4,23.6,50
264,4/1/2022,1643,270,T-shirt,UNJKW,1,21.1,14.7,29
265,4/1/2022,1643,270,Jeans,JZDXU,1,48.1,30.8,29
266,4/1/2022,5038,271,Shoes,81AIS,1,82.5,57.8,44
267,4/1/2022,651,272,Crop Top,9TF6B,1,40.6,34.1,45
268,4/1/2022,7343,273,T-shirt,85WDI,1,17.1,11,30
269,4/1/2022,6353,274,Shoes,2NYLG,1,63.5,38.3,31
270,4/1/2022,5367,276,Blazer,PO1N6,1,74.4,45.6,43
271,4/1/2022,8745,278,Crop Top,11H2S,1,190,146.9,54
272,4/1/2022,3494,279,T-shirt,TU0A5,1,35.4,23,39
273,4/1/2022,2071,280,Shoes,627TX,1,92.1,65.1,47
274,4/1/2022,2071,280,T-shirt,UNJKW,1,21.1,14.7,47
275,4/1/2022,2071,280,Shoes,9UYK8,1,110,69,47
276,4/1/2022,2071,280,Shoes,T4T9J,1,95,62.9,47
277,4/1/2022,5541,282,Sunglasses,0OZBT,1,94.2,73.6,33
278,4/1/2022,1635,285,Dress shirt,29DS1,2,186.7,73.9,52
279,4/1/2022,5175,288,T-shirt,EMJ1S,1,36.2,24.9,58
280,4/1/2022,1997,290,Skirt,1XG54,1,67.5,47.2,32
281,4/1/2022,1997,290,Jeans,15PXV,1,77.1,47,32
282,4/1/2022,7130,291,Hoodie,UN0SI,2,42.5,14.6,40
283,4/1/2022,4372,292,Skirt,CZUZX,1,63.5,44.6,45
284,4/1/2022,4372,292,Crop Top,EWQRX,1,90.6,73,45
285,4/1/2022,4372,292,Hoodie,DLFQW,1,41.9,27.5,45
286,4/1/2022,4604,293,Jeans,FV49E,1,70.2,46.4,42
287,4/1/2022,4604,293,Shoes,JJ9FT,1,57.9,38.8,42
288,4/1/2022,4604,293,Shoes,2NYLG,1,63.5,38.3,42
289,4/1/2022,4604,293,Cargo pants,VVOG7,1,63.5,44.1,42
290,4/1/2022,4604,293,Skirt,9STQJ,1,82.5,58.7,42
291,4/1/2022,4604,293,Hoodie,DUV2Y,1,78.1,50.5,42
292,4/1/2022,4604,293,Hoodie,KS95Q,1,80,51.5,42
293,4/1/2022,5770,294,Skirt,RUNZF,1,78.8,54.1,40
294,4/1/2022,1669,295,Blazer,YXM33,1,104.4,68.1,52
295,4/1/2022,1669,295,Blazer,V3239,1,78,50.6,52
296,4/1/2022,944,296,T-shirt,85WDI,1,17.1,11,36
297,4/1/2022,944,296,T-shirt,UNJKW,1,21.1,14.7,36
298,4/1/2022,1211,297,Skirt,ABFD7,1,48.4,37.8,25
299,4/1/2022,1211,297,T-shirt,UNJKW,1,21.1,14.7,25
300,4/1/2022,3481,298,T-shirt,I36F2,1,42.3,30.6,50
301,4/1/2022,5339,302,Shorts,VHZUD,3,81.4,22.8,45
302,4/1/2022,5339,302,T-shirt,X5TFY,1,45,28.3,45
303,4/1/2022,5339,302,Bomber jacket,4L6WG,1,34.6,23.2,45
304,4/1/2022,4047,303,Cargo pants,DMJ70,1,57.3,42.5,35
305,4/1/2022,6242,307,Trench coat,LI0IX,1,62.5,36.5,60
306,4/1/2022,6242,307,Dress shirt,SJ0ZD,1,12.4,10.6,60
307,4/1/2022,8844,308,T-shirt,TU0A5,1,35.4,23,49
308,4/1/2022,3802,309,Shorts,F7FQ5,1,24.3,19.2,28
309,4/1/2022,3802,309,Bomber jacket,QKVBK,2,122.3,42.9,28
310,4/1/2022,8319,310,Cargo pants,OV1P9,1,57.3,39.1,41
311,4/1/2022,8319,310,T-shirt,UNJKW,1,21.1,14.7,41
312,4/1/2022,4058,311,Hoodie,DLFQW,1,41.9,27.5,44
313,4/1/2022,4058,311,Blazer,0PW5H,1,111.9,66.5,44
314,4/1/2022,167,313,Blazer,LPLTZ,2,78,24.3,57
315,4/1/2022,167,313,Dresses,GQ4V9,1,171,117.5,57
316,4/1/2022,3989,314,T-shirt,ZDSYK,1,17.1,12.3,35
317,4/1/2022,1264,319,Cargo pants,YR1OH,1,113.7,84,39
318,4/1/2022,6742,321,Skirt,ABFD7,1,48.4,37.8,52
319,4/1/2022,6742,321,Hoodie,F90L2,1,23.1,16.9,52
320,4/1/2022,2246,322,Cargo pants,0JD0P,1,83.8,57.2,62
321,4/1/2022,6184,323,T-shirt,3220G,1,14.2,9.9,57
322,4/1/2022,6184,323,Jeans,4D1NN,1,66.2,42.4,57
323,4/1/2022,6075,324,T-shirt,UNJKW,1,21.1,14.7,42
324,4/1/2022,289,325,Crop Top,ISNFA,1,74.4,56.2,28
325,4/1/2022,4994,326,Crop Top,53F9W,1,39.3,33.4,25
326,4/1/2022,6205,327,T-shirt,COWU2,1,44.3,29.8,31
327,4/1/2022,8022,328,Crop Top,F2HBX,1,83.7,71.2,31
328,4/1/2022,2601,329,Jeans,AE8NP,1,66.8,42.8,38
329,4/1/2022,2601,329,Skirt,RKK2C,1,71.5,48.3,38
330,4/1/2022,2547,332,Crop Top,MM3E0,1,126.9,97.6,51
331,4/1/2022,2770,333,Skirt,6OUVC,1,105,74.2,43
332,4/1/2022,5568,334,Hoodie,4R4F9,1,57.3,39.2,32
333,4/1/2022,2092,335,Jeans,TGWSW,1,53.8,32.9,32
334,4/1/2022,7330,336,Cargo pants,41AOW,2,110.2,34.6,57
335,4/1/2022,3855,338,Blazer,RBNO8,1,100.2,70.1,53
336,4/1/2022,3767,339,Cargo pants,OV1P9,1,57.3,39.1,65
337,4/1/2022,3767,339,Skirt,YHMLE,1,41.9,29.3,65
338,4/1/2022,8638,341,T-shirt,FUPBO,1,74.3,49.5,46
339,4/1/2022,8990,342,Hoodie,DLFQW,3,83.7,18.3,36
340,4/1/2022,991,343,Hoodie,X360N,1,43.8,30.6,38
341,4/1/2022,2444,344,Shorts,84E9S,1,14.4,11.8,50
342,4/1/2022,7232,345,Dresses,MEWW0,1,58.8,40.2,33
343,4/1/2022,8639,346,T-shirt,IYY6V,2,87.3,29.6,40
344,4/1/2022,428,347,Cargo pants,7Y2WS,1,49.1,35.9,39
345,4/1/2022,1350,348,Cargo pants,7YOPV,1,56.6,40.5,60
346,4/1/2022,1350,348,Cargo pants,JCYBN,1,53.8,35.9,60
347,4/1/2022,2572,349,Hoodie,CQPZ8,1,53.1,37,49
348,4/1/2022,3594,351,T-shirt,FUPBO,1,74.3,49.5,41
349,4/1/2022,5435,353,T-shirt,TU0A5,1,35.4,23,27
350,4/1/2022,5435,353,Skirt,1XG54,1,67.5,47.2,27
351,4/1/2022,5435,353,T-shirt,QM3C8,1,55.9,38.7,27
352,4/1/2022,5435,353,Jeans,BK9BM,1,48.1,32.5,27
353,4/1/2022,2417,354,Crop Top,MRE4J,2,66.8,28.1,46
354,4/1/2022,2490,356,Dress shirt,HZEFW,1,74.6,62.9,60
355,4/1/2022,2490,356,Dresses,CYAX0,1,36.8,26.5,60
356,4/1/2022,2884,359,Hoodie,DUV2Y,1,78.1,50.5,39
357,4/1/2022,2884,359,Hoodie,EIX2K,3,72.5,16.1,39
358,4/1/2022,9360,360,Crop Top,7FGIM,1,72.9,55.5,40
359,4/1/2022,9360,360,T-shirt,UNJKW,1,21.1,14.7,40
360,4/1/2022,5990,363,Hoodie,4R4F9,1,57.3,39.2,47
361,4/1/2022,5990,363,T-shirt,UNJKW,1,21.1,14.7,47
362,4/1/2022,8079,364,T-shirt,ZDSYK,1,17.1,12.3,43
363,4/1/2022,7902,366,Trench coat,LI0IX,1,62.5,36.5,48
364,4/1/2022,8531,367,Hoodie,KZY2N,1,38.2,24.9,59
365,4/1/2022,2132,368,Skirt,2GSVD,2,126.7,44.1,52
366,4/1/2022,2512,369,Hoodie,F90L2,1,23.1,16.9,52
367,4/1/2022,4553,370,Skirt,ABFD7,1,48.4,37.8,56
368,4/1/2022,4553,371,Skirt,CZUZX,1,63.5,44.6,56
369,4/1/2022,1134,372,Cargo pants,IPVE6,2,90,28.2,32
370,4/1/2022,1134,372,T-shirt,X5TFY,1,45,28.3,32
371,4/1/2022,83,373,Hoodie,B4KFE,1,55.6,35.5,60
372,4/1/2022,83,373,Blazer,PO1N6,1,74.4,45.6,60
